,Year,Drink Window,Description,Province,Type,Name of Wine,Points,Price
2978,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Mandolin 2012 Chardonnay (Monterey),85,$10.00
2979,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Thomas George 2012 Starr Ridge Vineyard Estate Chardonnay (Russian River Valley),91,$40.00
2980,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Lombardi 2012 Chardonnay (Sonoma Coast),91,$36.00
2981,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Buffalo Grove 2012 Chardonnay (California),85,$8.00
2982,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Donkey & Goat 2012 Untended Chardonnay (Anderson Valley),90,$35.00
2983,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Naughty Boy 2012 Thornton Ranch Chardonnay (Potter Valley),87,$16.00
2984,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Patz & Hall 2012 Zio Tony Ranch Chardonnay (Russian River Valley),90,$65.00
2985,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Sanford 2012 Chardonnay (Sta. Rita Hills),90,$32.00
2986,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Patz & Hall 2012 Hyde Vineyard Chardonnay (Carneros),94,$60.00
2987,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Casa Tiene Vista 2012 City Lights Chardonnay (California),80,$16.00
2988,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Zepaltas 2012 Chardonnay (Russian River Valley),93,$24.00
2989,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Brutocao 2012 Bliss Vineyard Chardonnay (Mendocino),87,$16.00
2990,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Gary Farrell 2012 Bacigalupi Vineyard Chardonnay (Russian River Valley),90,$45.00
2991,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Landmark 2012 Charles Heintz Vineyard Chardonnay (Sonoma Coast),90,$45.00
2992,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Bonterra 2012 Chardonnay (Mendocino County),86,$14.00
2993,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Curtis 2012 Chardonnay (Santa Ynez Valley),88,$22.00
2994,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Acacia 2012 Thornton Vineyard Chardonnay (Sonoma Coast),88,$35.00
2995,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Kendall-Jackson 2012 Avant Chardonnay (California),86,$17.00
2996,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Alexander Valley Vineyards 2012 Estate Chardonnay (Alexander Valley),85,$18.00
2997,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Longoria 2012 Rita's Crown Chardonnay (Sta. Rita Hills),92,$50.00
2998,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Buena Vista 2012 Eleanora's Selection Chardonnay (Russian River Valley),91,$40.00
2999,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Midnight 2012 Estate Chardonnay (Paso Robles),85,$26.00
3000,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Sebastiani 2012 Chardonnay (Sonoma County),84,$14.00
3001,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Camp 2012 Chardonnay (Sonoma County),85,$15.00
3002,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Hunnicutt 2012 Chardonnay (Napa Valley),91,$45.00
3003,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Campovida 2012 Oppenlander Vineyard Chardonnay (Mendocino County),90,$38.00
3004,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Ramey 2012 Hyde Vineyard Chardonnay (Carneros),96,$65.00
3005,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Merry Edwards 2012 Olivet Lane Chardonnay (Russian River Valley),90,$60.00
3006,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Clos du Val 2012 Chardonnay (Carneros),88,$28.00
3007,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Failla 2012 Chardonnay (Sonoma Coast),91,$34.00
3008,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,River Road 2012 Un-Oaked Chardonnay (Sonoma County),87,$12.00
3009,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Folie à Deux 2012 Chardonnay (Russian River Valley),85,$18.00
3010,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Chacewater 2012 Made with Organically Grown Grapes Chardonnay (Lake County),86,$33.00
3011,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Gary Farrell 2012 Rochioli Vineyard Old River Block Single Oak Puncheon Chardonnay (Russian River Valley),93,$60.00
3012,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Materra Cunat Family Vineyards 2012 Estate Grown Chardonnay (Oak Knoll District),87,$22.00
3013,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Nicholson Ranch 2012 Cuvée Natalie Estate Chardonnay (Sonoma Coast),87,$48.00
3014,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Peter Paul Wines 2012 Bacigalupi Vineyard Chardonnay (Russian River Valley),88,$40.00
3015,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Bianchi 2012 El Camino Vineyard Signature Selection Chardonnay (Santa Barbara County),88,$16.00
3016,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Beringer 2012 Private Reserve Chardonnay (Napa Valley),92,$44.00
3017,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Chardenet 2012 Durell Vineyard Chardonnay (Sonoma Coast),91,$65.00
3018,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Danza del Sol 2012 Reserve Chardonnay (California),87,$30.00
3019,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Twisted Cedar 2012 Chardonnay (Lodi),86,$15.00
3020,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Iron Horse 2012 Estate Chardonnay (Green Valley),93,$29.00
3021,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Bell 2012 Estate Bottled Chardonnay (Yountville),85,$34.00
3023,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Sandhi 2012 Sanford & Benedict Vineyard Chardonnay (Sta. Rita Hills),92,$55.00
3024,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Edna Valley Vineyard 2012 Fleur de Edna Chardonnay (Edna Valley),86,$27.00
3025,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Lawer 2012 Three Coins Betsy's Vineyard Cannon Block Chardonnay (Knights Valley),87,$26.00
3026,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Bernardus 2012 Sierra Mar Vineyard Chardonnay (Santa Lucia Highlands),86,$40.00
3027,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Icaria 2012 Chardonnay (Sonoma County),86,$20.00
3028,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Acacia 2012 Sangiacomo Vineyard Chardonnay (Carneros),93,$45.00
3029,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Mattina Fiore 2012 Murmur Vineyard Chardonnay (Santa Maria Valley),91,$40.00
3030,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Saddleback 2012 Chardonnay (Napa Valley),85,$29.00
3031,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Ram's Gate 2012 Durell Vineyard Chardonnay (Sonoma Coast),90,$74.00
3032,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Hess Collection 2012 Chardonnay (Napa Valley),86,$22.00
3034,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Killian 2012 Adam and Eve Vineyard Chardonnay (Russian River Valley),89,$26.00
3035,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Laetitia 2012 Estate Chardonnay (Arroyo Grande Valley),89,$18.00
3036,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Cinnabar 2012 Chardonnay (Monterey),88,$20.00
3037,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Benziger 2012 Chardonnay (Sonoma County),87,$16.00
3038,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Kendall-Jackson 2012 Jackson Estate Camelot Highlands Chardonnay (Santa Maria Valley),91,$30.00
3039,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Fritz 2012 Chardonnay (Russian River Valley),91,$25.00
3040,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Flora Springs 2012 Flora's Legacy Chardonnay (Napa Valley),92,$70.00
3041,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Windsor Oaks 2012 Reserve Chardonnay (Russian River Valley),87,$35.00
3042,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Castle Rock 2012 Reserve Chardonnay (Russian River Valley),87,$18.00
3043,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Robert Young 2012 Chardonnay (Alexander Valley),88,$42.00
3044,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Pali 2012 Durell Vineyard Chardonnay (Sonoma Coast),90,$50.00
3045,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Lander-Jenkins 2012 Chardonnay (California),85,$15.00
3046,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Mooney Family 2012 Chardonnay (Santa Lucia Highlands),92,$46.00
3047,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Evening Land 2012 Sun Chase Vineyard Chardonnay (Sonoma Coast),92,$40.00
3048,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Thomas Fogarty 2012 Langley Hill Vineyard Estate Grown Chardonnay (Santa Cruz Mountains),95,$60.00
3049,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Goyette 2012 Chardonnay (Sonoma Coast),82,$15.00
3050,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Sonoma-Cutrer 2012 Chardonnay (Sonoma Coast),86,$21.00
3051,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Chocolate Box 2012 Chardonnay (California),84,$12.00
3052,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Testarossa 2012 Brosseau Vineyard Chardonnay (Chalone),91,$45.00
3053,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Eye Candy 2012 Chardonnay (California),84,$7.00
3054,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Brewer-Clifton 2012 3-D Sparkling Chardonnay (Sta. Rita Hills),90,$68.00
3055,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Madonna Estate 2012 Chardonnay (Carneros-Napa Valley),88,$28.00
3056,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Lucienne 2012 Lone Oak Vineyard Chardonnay (Santa Lucia Highlands),92,$40.00
3057,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Summerland 2012 Wolff Vineyard Chardonnay (Edna Valley),88,$40.00
3058,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Martin Ray 2012 Unoaked Chardonnay (Russian River Valley),86,$17.00
3059,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Koz 2012 Chardonnay (California),85,$10.00
3060,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Domino 2012 Chardonnay (California),83,$8.00
3061,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Sextant 2012 Reserve Chardonnay (Santa Lucia Highlands),92,$28.00
3062,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Balletto 2012 Sexton Hill Vineyard Estate Grown Estate Bottled Chardonnay (Russian River Valley),91,$38.00
3063,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Cenay 2012 Bald Mountain Chardonnay (Santa Cruz Mountains),93,$35.00
3064,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Chalk Hill 2012 Clone 17 Chardonnay (Chalk Hill),88,$75.00
3065,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Dante Robere 2012 Chardonnay (Livermore Valley),85,$22.00
3066,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Chalone Vineyard 2012 Gavilan Chardonnay (Chalone),89,$20.00
3067,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Ken Brown 2012 Nielson Vineyard Chardonnay (Santa Maria Valley),91,$38.00
3068,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Save Me San Francisco 2012 Calling All Angels Chardonnay (California),86,$11.00
3069,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Navarro 2012 Premiere Reserve Chardonnay (Anderson Valley),90,$25.00
3070,2012.0,Drink,"Ideal growing season; wines are intense, with pure, ripe, vibrant flavors",California,Chardonnay,Ulises Valdez 2012 Chardonnay (Sonoma Coast),91,$30.00
